timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1619510530334,4,HTTP Request register,200,OK,users 1-15,,true,,153,493,1,1,http://localhost:8080/register,4,0,0
1619510530338,3,HTTP Request login,200,OK,users 1-15,,true,,146,220,1,1,http://localhost:8080/login,3,0,0
1619510530341,2,HTTP Request applyLoan,200,OK,users 1-15,,true,,153,317,1,1,http://localhost:8080/applyLoan,2,0,0
1619510530343,2,HTTP Request update,200,OK,users 1-15,,true,,157,490,1,1,http://localhost:8080/update,2,0,0
1619510530345,2,HTTP Request logout,200,OK,users 1-15,,true,,147,125,1,1,http://localhost:8080/logout,2,0,0
1619510530347,4,HTTP Request register,200,OK,users 1-15,,true,,153,493,1,1,http://localhost:8080/register,4,0,0
1619510530351,2,HTTP Request login,200,OK,users 1-15,,true,,146,220,1,1,http://localhost:8080/login,2,0,0
1619510530354,1,HTTP Request applyLoan,200,OK,users 1-15,,true,,153,317,1,1,http://localhost:8080/applyLoan,1,0,0
1619510530355,1,HTTP Request update,200,OK,users 1-15,,true,,157,490,1,1,http://localhost:8080/update,1,0,0
1619510530356,2,HTTP Request logout,200,OK,users 1-15,,true,,147,125,1,1,http://localhost:8080/logout,2,0,0
1619510530380,4,HTTP Request register,200,OK,users 1-16,,true,,153,493,1,1,http://localhost:8080/register,4,0,1
1619510530384,2,HTTP Request login,200,OK,users 1-16,,true,,146,220,1,1,http://localhost:8080/login,2,0,0
1619510530387,1,HTTP Request applyLoan,200,OK,users 1-16,,true,,153,317,1,1,http://localhost:8080/applyLoan,1,0,0
1619510530388,1,HTTP Request update,200,OK,users 1-16,,true,,157,490,1,1,http://localhost:8080/update,1,0,0
1619510530390,1,HTTP Request logout,200,OK,users 1-16,,true,,147,125,1,1,http://localhost:8080/logout,1,0,0
1619510530391,2,HTTP Request register,200,OK,users 1-16,,true,,153,493,1,1,http://localhost:8080/register,2,0,0
